artists ,name ,release_year ,genre ,lyrics,duration ,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
wings,live and let die,1993,rock,young heart open book live live know know know change world live make live live live live matter fellow hell live live know know know change world live make live live live live live live yeah,36,0.379399978,0.572802092,0.074497063,0.000980769,0.16426216,0.393374448,world/life,0.385714286
sepultura,refuse / resist,1993,rock,chaos tank streets confront police bleed plebs rag crowd burn cars bloodshed start alive chaos army siege total alarm sick inside state create land shit refuseresist refuse chaos disorder unleash start burn start lynch silence mean death stand feet inner fear worst enemy refuseresist refuseresist,45,0.447633489,0.736020306,0.000288153,0.003410931,0.206512778,0.953952516,violence,0.385714286
sepultura,territory,1993,rock,unknown speak world suck trust trap word territory territory choice control propaganda poor information manage anger territory territory dictator speech blast life rule kill urge dumb asshole speech years fight teach believe racist human racist good live shame regret pride possess territory territory,43,0.296003466,0.754403507,0.000278113,0.030870445,0.289983512,0.94694529,world/life,0.385714286
the smashing pumpkins,silverfuck,1993,rock,hear winter hear rain fail summer ways feel pain hear want feel hear want feel hear fade away hear crawl give life away feel pain feel pain feel pain feel pain lover sweet recover underneath bang bang dead hole head bang bang dead hole head bang bang dead hole head bang bang dead hole head hear want feel hear want feel,61,0.251597531,0.611465785,0.003673698,0.810728745,0.01411789,0.460443609,violence,0.385714286
kenny loggins,the last unicorn,1994,rock,eagle fly crumble mountain roar fountain wear stare unbelieving unicorn breath winter flower ice look north pale moon rise like die leave world mourn distance hear laughter unicorn alive alive moon cast morning future pass desparate warn look cloud path tear look shimmer unicorn alive alive alive,47,0.382649193,0.45150373,0.914658549,1.61E-05,0.254946414,0.061131839,violence,0.371428571
soundgarden,superunknown,1994,rock,blind feel mean die river high river high want see hide want believe feel alive alive superunknown alive superunknown alive superunknown steal mind steal free mean tie mean high smile make sense lie alive superunknown alive superunknown alive superunknown steal mind steal soul afraid contain control control alive superunknown alive superunknown alive superunknown alive superunknown alive superunknown alive superunknown alive superunknown alive superunknown alive superunknown steal mind steal steal mind steal steal mind steal soul,75,0.245099101,0.822680307,5.84E-05,0.420040486,0.283800495,0.948947355,violence,0.371428571
mötley crüe,power to the music,1994,rock,listen people victimize circumcise cross line return critics devastate socialites masturbate losers learn say music dead streets know talk gotta bullet head want hear power music streets power music streets power music streets power music streets mother tell sons cyanide suicide blame devil tongue suck like parasite military reich blood burn bastards waste blood say music dead streets know talk want music wake dead tell turn turn power music streets power music streets power music streets power music streets,79,0.49637171,0.751378099,6.84E-05,0.182186235,0.388911789,0.964963871,violence,0.371428571
beastie boys,flute loop,1994,rock,goin place quit like shit relax track kick come live cause funky like diaper rash know spunky make cash rhyme like secrets porno peepers try peep like goldstein screw lead team win like ewing like get shoot barrel wave like virgin peak like sound go depths soul feel goal music nation music nation check leave little wine dinner grape feel like winner mixtape cause pause button soul train subwoofer pump bass anus get monthly function wire hit switch connect junction perlman beat secret shit know freak story go early morning music nation music nation,94,0.799631756,0.688639335,0.01495885,0.000453441,0.218878813,0.788782192,obscene,0.371428571
karla bonoff,when will i be loved,1994,rock,cheat mistreat love push round love girl want break heart happen everytime blue lie love girl want break heart happen everytime cheat mistreat love love tell love,27,0.536445359,0.5904674,0.208834547,0,0.465169002,0.518503481,romantic,0.371428571
marilyn manson,get your gunn,1994,rock,goddamn righteous hand innocent meat housewife beat prolife kill bash sleep reap scar wish wasn little stick stir shit hate goddamn righteous hand goddamn lord goddamn lord goddamn lord goddamn lord pseudomorals work real talk show weak selective judgments good badge mean fuck throw little slit teenage wrists learn record burn gunn gunn gunn gunn pseudomorals work real talk show weak selective judgments good badge mean fuck pseudomorals work real talk show weak selective judgments good badge mean fuck record fist want save world little girl pseudomorals work real talk show weak selective judgments good badge mean fuck pseudomorals work real talk show weak selective judgments good badge mean fuck gunn gunn gunn gunn,114,0.382649193,0.74214804,0.000144578,0.044534413,0.649629019,0.737729547,obscene,0.371428571
kenny loggins,cody's song,1994,rock,feel afraid lose smile eye bring moon sky remember darling promise promise comfort darling learn want years lullaby heart child remember darling promise promise comfort darling hold feel music heart need listen sing sing grow away matter change know tire life sure home turn quiet close eye listen inside unconditional unconditional unconditional sing promise promise comfort sing darling anytime,59,0.404310625,0.416660257,0.909638463,4.89E-05,0.131286068,0.073744846,world/life,0.371428571
eagles,the girl from yesterday,1994,rock,wasn say goodbye maybe hurt couldn pack things walk door drive away girl yesterday take plane foreign land stay home try hard understand close away girl yesterday know right know wrong know pain come wait long count teardrops cry away know deep heart someday light window wait phone talk memory come home dream return things girl yesterday,57,0.559189862,0.701228111,0.681726588,2.02E-05,0.473413026,0.524509674,sadness,0.371428571
mötley crüe,misunderstood,1994,rock,little contemplate suicide twice life pass little woman scar blind leave desperate time life pass life misunderstand close eye dream better days life misunderstand yeah life fair little vacant eye daddy home tonight know mother sit tangle sew live life misunderstand close eye dream better days life misunderstand yeah life fair strangle cage leave time break home feel leave product trouble ways today ask life misunderstand close eye dream better days life misunderstand life fair life fair restless soul deep inside search piece mind live angry fight survive past sign time life misunderstand know know time let restless soul fade away life fair life fair little hopeful eye daddy come home tonight,112,0.279757392,0.745096531,0.000418675,0.002510121,0.062448475,0.777770837,world/life,0.371428571
ween,take me away,1994,rock,away land gotta away girl crazy take away take gotta away girl crazy away land gotta away girl crazy take away take gotta away girl crazy away land gotta away girl crazy take away take gotta away girl crazy away gotta away crazy take away gotta away away land gotta away girl drive crazy take away take gotta away girl drive crazy,62,0.493122495,0.624541702,0.018071303,0.012044534,0.70012366,0.658647998,sadness,0.371428571
boston,livin' for you,1994,rock,live wrong need wait long think everthing give know live need believe heart say pray maybe dream want baby know happen easy need think amaze go crazy dream hop hop dream come true religion girl live want fight try know need believe heart say mean world pray know easy think give know live give know live,56,0.456298061,0.622182909,0.647590008,0.435222672,0.090065952,0.399380641,world/life,0.371428571
korn,need to,1994,rock,confuse fight want need help skin cold fear feel touch outside know inside fuck skin cold touch confront pull closer push away tell okay help feel pain hate take feel helpless rip insides time need fuck bitch need need need fuck fuck fuck fuck hate take love feel helpless rip insides time fuck need fuck fuck fuck fuck fuck fuck fuck slut,62,0.377233835,0.755839294,0.00048494,0.002489879,0.194146744,0.934932903,obscene,0.371428571
oasis,slide away,1994,rock,slide away today fell dream things wonder hold world asleep need knock feet dream talk grow say slide baby try pray know say chase shin morning know kind shin slide away slide away slide away away slide away today fell dream things wonder slide baby try pray know say chase shin morning know kind shin slide away slide away slide away slide away slide away wanna wanna slide away wanna wanna slide away wanna wanna slide away wanna wanna oohhhh oohoohhhh oohhhh oohoohhhh know care know know care know slide away know care know slide away know care know slide away know care know slide away slide away know slide away slide away slide away slide away slide away,119,0.005415358,0.817962721,0.000115462,0.000419028,0.274525969,0.928926709,sadness,0.371428571
pantera,slaughtered,1994,rock,kingman person woman battle mass astringent bond blend weak wise safe assumption want save face castration sacred leave slaughter slaughter brainwash influence brain world saver fake dead inside safe assumption want save face castration sacred leave slaughter slaughter destroy expose unployed fruit intention dead turn head ignore reality claw knife wrist syringe ounce prevention grave salvation fuck joke slaughter self righteous restoration chest kill precious death unanswered slaughter slaughter,69,0.192028593,0.723149501,3.06E-05,0.275303644,0.521846661,0.964963871,violence,0.371428571
mötley crüe,hooligan's holiday,1994,rock,holiday hooligan holiday drop dead beauties stomp line hell face bruise apples crawl night bust loose runaway runaway thrill motive days haze everybody want piece action everybody want piece holiday hooligan holiday holiday hooligan away hooligan holiday holiday hooligan yeah crosseyed derelicts come iron horse legs tattoo black man flow everyday holiday everybody want piece action everybody want piece want piece mind modern time blood pump strong survive,68,0.4281382,0.782298798,0.000404619,0.075303644,0.62489695,0.967966968,violence,0.371428571
beastie boys,sure shot,1994,rock,cause stop cause stop stop come sure shoot brand doodoo guarantee like yoohoo like yeah newlywed divorcee yeah funky like dorsey take pelham want doody rhyme come savoir faire unique rhymin quit time strictly handheld style pantyhose strap goggle ready cause board pull function know kojak party people bozac action hit like carew yeah cause stop cause stop know stop adrock come sure shoot hurra hurra cane cross fade bust eardrums listen everybody cause shift gear fresh like specs microphone come correct time like clock hiphop notch stock soapbox rhyme hairs share oohh weee hole head gotta straighten thoughts think yeah sick shit take take take take take step gotta contemplate like microphone go like bode cheech wizard quittin listen time cause stop cause stop stop come sure shoot want little long overdue disrespect women mother sisters wive friends want offer respect twentysomething slack work harder macking suppose couch watch listen corner fuck wanna gonna yeah piece quittin think change style underwear piece elastic bullshit plastic send rhyme nations like communication cause stop cause stop stop rockin sure shoot bboys bgirls ticktock,182,0.69349074,0.741917288,0.300200101,0,0.526999176,0.793787354,obscene,0.371428571
kyuss,gardenia,1994,rock,blow till smoke head spin chrome mags million drag lag transport queen mama see hear purrin motor aburnin fuel push baby makin unto power booster talkin crank head smell shit eat grin skin world hour hear purrin motor aburnin fuel push baby makin hear purrin motor burnin fuel burnin push baby makin unto makin unto make arollin arollin arollin motherfucker arollin motherfucker motherfucker motherfucker motherfucker,65,0.172533304,0.619003666,0.329316596,0.867408907,0.41055235,0.78778116,violence,0.371428571
nine inch nails,mr. self destruct,1994,rock,voice inside head control lover control provide control hate hide control want need know drag self destruct speak religion message clear control denial guilt fear control prayers naive control believe control want need know drag self destruct exit exit exit exit exit exit exit exit needle vein high sustain pusher whore need bullet control truth control silence machine control dream control want need know drag self destruct want need know drag self destruct,73,0.443301202,0.691151963,0.009366475,0.810728745,0.243610882,0.889886451,violence,0.371428571
soundgarden,4th of july,1994,rock,shower dark clean spark drive cool waterway baptize drown naked cold breathe life like think cause hear wind think think july pale flare light scar light crack disappear lead scorch ones care spread want speak hole try crack smile beneath shovel load hear wind think think july hear wind think think july july july control fall asleep stand remember sweet light candle hold hand cause hear wind think think july hear wind think think july yeahhhhhh,76,0.325246399,0.77247904,0.114456942,0.000464575,0.184872218,0.749741934,violence,0.371428571
rage against the machine,darkness,1994,rock,greed cause innocent blood flow entire culture lose overthrow come seize give death disease people leave choice decide conform responsible genocide responsible genocide responsible genocide aid kill entire african nation vaccine supposedly preparation governments mind procrastination kill land vacation people culture strong pure white greed endure people leave choice decide conform mind enslave souls encaged feel rage brutality undo bass drum microphones threat investigate crimes inside responsible genocide responsible genocide responsible genocide cram culture throat inferior choke mind false sense history wonder identity strike match catch spread insight need tiny burn bright shed light darkness greed stop shed light darkness greed stop shed light darkness greed yeah,107,0.403227553,0.672461093,0.031926739,3.35E-06,0.420857378,0.844839999,violence,0.371428571
nine inch nails,ruiner,1994,rock,believe lie ruiner prove lose believe ruiner friend live cattle deceive rap innocent know ruiner ruin see pure thing leave fuck world wear disease strong hard long sign covet ruiner collector infector serve shit fly maybe come blind suddenly realize maybe take place hop maybe fuck know strong hard long give perfect ring scar know hurt hurt hurt stop hurt hurt hurt stop hurt hurt hurt stop hurt hurt hurt stop hurt hurt hurt stop hurt hurt hurt stop,79,0.513700856,0.711919596,0.000233936,0.490890688,0.049051937,0.95595458,sadness,0.371428571
kenny loggins,neverland medley,1994,rock,hold breath wish count come world pure imagination look imagination begin spin travel world creation defy explaination beneath pale moonlight think love tonight somone say prayer great eventhough know apart help think wish bright night wind start sing lonesome lullabye help think sleep underneath dream come true know place dream bear time plan chart heart come home neverland moon right stand open mind suddenly land treasure stay precious gold grow home dream bear time plan think lovely things heart wing forever land wanna view paradise look view want wanna change world come world pure imagination look imagination begin spin travel world creation defy explaination wanna view paradise look view want wanna change world life know compare pure imagination live free truely wish dream come true,125,0.292754251,0.499628234,0.828313081,2.49E-06,0.090065952,0.183157672,world/life,0.371428571
nine inch nails,reptile,1994,rock,spread wide open insects leave trail blood reptile underneath skin seed thousand drip beautiful liar precious whore disease infection impure devil speak manifest angels bleed taint touch caress need contaminate alleviate loneliness know depths reach limitless beautiful liar precious whore disease infection impure beautiful liar precious whore disease infection impure beautiful liar precious whore disease infection impure,57,0.606845012,0.704920134,0.009266074,0.061437247,0.043075021,0.89389058,violence,0.371428571
pantera,strength beyond strength,1994,rock,education family life open arm today go tomorrow break gutter know opinion break record fuck college dream fact stronger work perfect body perfect mind perfect neighbor help legalize dope pristine streets make muscle gall naive best bone brain cock deep stronger state affairs cripple america pipe dream buttfucked immune stronger lament rookie officer punk weak little truly rule particular time grow monster arrogant explosive motherfuck hard shut like lock president submission hold hand television draw stump late late holdbacks pay cop paycheck bust child heed word smoke dope daughter suck snort cheap hail kings kings stronger simple process legalize choice question certain strengths know intention forever stronger stronger,108,0.280840464,0.765120632,0.00022992,0.019331984,0.355935697,0.976976258,world/life,0.371428571
soundgarden,limo wreck,1994,rock,tear feeble hand slave skin mother mouth babes build tower belong thing come crash shelf shelf eye sun heavenly blind swallow rivers belong thing wash away go rest slide rest harvest gold wreck death wreck break fall wreck death wreck break fall break light heroes stretch inch site blow piece belong wind thing blow away pretend go rest ride rest harvest gold wreck death wreck break fall wreck death wreck break fall break light lie wreck rest life wreck death wreck break fall wreck death wreck break fall rest harvest gold rest harvest souls,94,0.318747969,0.788272697,0.000526105,0.000600202,0.223000824,0.805799741,violence,0.371428571
stevie nicks,blue denim,1994,rock,againyesterday wonder remind blue denim bluegray eyesthey change color change sunthey sight change windbut bright bright eyesblue denim bright eyesblue denim know know ways forget ways turn away couldn turn awayit think walk away lose againyesterday bluegray eyesthey change color change sunthey sight change windbut bright bright eyesblue denim bright eyesblue denim understand meunderstanding easy thing understand meand understand easy thing forget time like photographso rare like paint forget time benot younot nono bluegray eyesthey change color change sunthey sight change windbut bright bright eyesblue denim bright eyesblue denim go away little remember feel answer promise youi come go away little remember feel answer promise youi come answer promise youi come come come come,114,0.574352865,0.715791093,0.010039167,7.68E-06,0.515663644,0.852848257,world/life,0.371428571
tesla,games people play,1994,rock,game people play night everyday meanin sayin mean waol away hours tower cover flower black limousine break hearts goodbye cross hearts cept blame gaze thinkin bout things dirty rotten shame latten latten latten latten talkin bout game people play people walkin singin hallelujah sayin hell lord gonna teach meditate read horoscope cheat fate brother gonna elevate come board look tell happenin serenity remember cause givin sanity pride vanity turn humanity damn damn latten latten latten latten talkin bout everybody talkin bout talkin bout game game play latten latten latten latten latten game talkin bout game people play latten latten latten latten repeat fade,103,0.394562981,0.726790247,0.00093976,0,0.359027205,0.580567481,obscene,0.371428571
hole,credit in the straight world,1994,rock,await highness high walk await cripple away time peace empathy baby sleep atrophy unborn fetal stress hard bitter legless caress credit straight world look dealer credit real world credit straight world lose lose credit real world yeah credit straight world leave money lot credit real world get high yeah credit straight world lose lose credit real world yeah,58,0.313332611,0.713868164,0.022187773,0.000459514,0.288953009,0.718709934,obscene,0.371428571
helmet,wilma's rainbow,1994,rock,hear talk loud illustrate obvious mentally endow watershed year come flush fever richest junk dealer honestly book read think rhyme extreme sit pale mold millionth time rainbow peaceful color richest junk dealer rainbow peaceful color richest junk dealer,38,0.298169609,0.678050406,0.003974904,0.048178138,0.263190437,0.876873031,music,0.371428571
ween,spinal meningitis (got me down),1994,rock,wanna spine wanna spine gonna hurt worse time gonna gonna hurt gonna smile almighty spinal meningitis feelin greasy vaseline gonna gonna hurt gonna smile almighty spinal meningitis,27,0.617675728,0.616003897,0.022890585,0.087550607,0.69291014,0.560546836,sadness,0.371428571
nine inch nails,the becoming,1994,rock,beat machine inside stick dream change know second thoughts cover scab break sore know come anymore pain disappear nature circuitry drown hear escape consciousness know feel blood stop pump leave decay know wire right away away strap scratch away sound ears kill away part want listen clear hide backwards inside feel unafraid hold little tighter slip away want dead goddamn noise inside head want dead goddamn noise inside head want dead goddamn noise inside head want dead goddamn noise inside head want dead goddamn noise inside head want dead goddamn noise inside head want dead goddamn noise inside head want dead goddamn noise inside head,105,0.551608361,0.654770146,0.0096476,0.001882591,0.5713108,0.91591329,violence,0.371428571
korn,helmet in the bush,1994,rock,hello caco eres caco pues know fuckin caco okay ask disturb ease mind days pass notch time feel right sleep tonight confront circumvent give want know want escape want escape want escape want escape ask haunt take mind days pass line line feel right tonight tonight tonight tonight confront circumvent give want know want escape want escape want escape want escape help free help painful situation help free save painful situation help free save painful situation tonight tonight tonight tonight,80,0.542943789,0.696459247,0.002237954,0.042206478,0.659934048,0.870866838,night/time,0.371428571
tom petty,house in the woods,1994,rock,goin house woods little darlin goin field summertime comin rest days rest nights babe summertime fall house woods power line neighbor tall pin baby gonna trust rest nights rest days babe baby gonna rest days rest nights babe,38,0.368569262,0.791580135,0.019577329,0.005303644,0.180750206,0.753746063,world/life,0.371428571
korn,lies,1994,rock,like search inside things hide problem search problems haunt taunt smile afraid soul pay outside fear think life think inner fear outside fear think life think inner fear like search inside things hide problem open body touch outside fear think life think inner fear outside fear think life think inner fear want master disguise things hurt keep useless lie want fear wind inside take throw time try life rip heart destroy pain outside fear think life think inner fear outside fear think life think inner fear outside fear think life think inner fear outside fear think life think inner fear,100,0.473627207,0.750608928,0.003041168,0.000610324,0.470321517,0.942941161,violence,0.371428571
eagles,please come home for christmas,1994,rock,bell ring news christmas blue baby go friends wish greet choir sing silent night christmas carol candlelight come home christmas come home christmas christmas year night friends relations send salutations sure star shine christmas christmas dear time year ones tell roam christmas year home sorrow grief pain sorrow grief pain christmas,51,0.596014297,0.617619158,0.601405222,0.002692308,0.455894477,0.289267092,music,0.371428571
megadeth,train of consequences,1994,rock,favor take money guess feel sorry trust news creep feel sudden chill trouble come kill kill know ball arolling click train consequences boxcar life style think derail tie track train consequences turn horse fast money blow card play chest life fabric corrupt shoot corrode thread hock brain pack bag head hock brain head ball arolling click train consequences boxcar life style think derail tie track train consequences turn ball arolling click train consequences boxcar life style think derail tie track train consequences turn ball arolling click train consequences boxcar life style think derail tie track train consequences turn,98,0.534279216,0.81365536,0.000115462,0.001204453,0.561005771,0.94694529,obscene,0.371428571
mötley crüe,smoke the sky,1994,rock,smoke hoochie devil polo hail heaven inhale mister president tell truth great exaggerators tell evils reefer time smoke smoke inside smoke inside smoke inside smoke inside toke inside smoke home grow vision compliment sense open mind sell freedom business toke go smoke great seducer crawl breathe future die smoke smoke inside smoke inside smoke inside smoke inside toke inside smoke hail heaven inhale inside smoke smoke inside smoke inside smoke inside smoke inside toke inside smoke,76,0.284089678,0.803809963,1.20E-06,0.944331984,0.321929101,0.982982452,violence,0.371428571
white zombie,children of the grave,1994,rock,revolution mind children start march world live hate hearts tire push tell fight world hell come flow angeles shoot stab bludgeon people death commit heinous crimes history children tomorrow live tear fall today rise tomorrow bring peace world live atomic fear fight peace disappear angeles shoot stab bludgeon people death commit heinous crimes history yeah children world listen want better place live spread word today world alive brave children today children grave yeah,73,0.414058269,0.712432377,0.001233937,0.021255061,0.181780709,0.923921548,world/life,0.371428571
megadeth,addicted to chaos,1994,rock,yesterday tell go normal people monkey ache bone forget say walk say need wrong weak feel strong heart blacken bloody hole heart hole head help help hand turn final stand dream tangle abstract fallacy random turmoil build addict addict chaos light shin path turn days good turn breakdowns block smash cause brain labour head spin rain come cold wind blow plan road turn collar welcome unknown remember say walk help help hand turn final stand dream tangle abstract fallacy random turmoil build addict chaos help help hand turn final stand stand dream dream tangle abstract fallacy tangle abstract fallacy random turmoil build random turmoil build build build build dream dream tangle abstract fallacy tangle abstract fallacy random turmoil build random turmoil build addict addict addict chaos addict addict chaos chaos addict chaos chaos chaos,134,0.535362287,0.785836987,8.19E-05,0.003522267,0.416735367,0.864860644,violence,0.371428571
pink floyd,high hopes,1994,rock,horizon place live young world magnets miracles thoughts stray constantly boundary ring division begin long road causeway meet rag band follow footsteps run time take dream away leave myriad small creatures try grind life consume slow decay grass greener lyric commercial,41,0.49637171,0.592800554,0.202810445,0.1548583,0.26422094,0.411393028,world/life,0.371428571
alice in chains,rotten apple,1994,rock,innocence ignorance speak speak confidence break break sustenance steal steal arrogance potent potent yeah unreal write apple young crawl start repent tomorrow tomorrow suspend sorrow sorrow yeah unreal write apple young crawl start romance fall fall recommend borrow borrow yeah unreal write apple young crawl start,46,0.270009748,0.693844063,0.214858649,0.113360324,0.411582852,0.63762632,sadness,0.371428571
eagles,love will keep us alive,1994,rock,bschmit gonna sing call alive stand world outside search place hide lose lonely give survive hungry alive worry gotta ride world change right eye emptiness inside lyric commercial,28,0.64583559,0.614645027,0.723895305,1.30E-05,0.353874691,0.374354835,violence,0.371428571
megadeth,a tout le monde,1994,rock,remember realize life game seriously take things harder rule idea cost life pass eye little accomplish plan deny read know friends stay smile think body go tout monde tout amis vous dois partir word lyric commercial,36,0.227769956,0.789605928,0.000393575,4.08E-05,0.238458368,0.747739869,world/life,0.371428571
nirvana,plateau,1994,rock,hand scale grand face plateau belong strangers folks know holy ghost talk host plant sand beautify foothills shake hand bucket illustrate book bird scar need action word finish stop look plateau clean dirt see work bucket illustrate book bird scar need action word hand begin scan plateau say greenland mexico decide stand guess wouldn help,55,0.44871656,0.589031613,0.48895531,4.19E-05,0.296166529,0.501485932,violence,0.371428571
korn,shoots and ladders,1994,rock,ring rosies pocket posies ash ash fall ring rosies pocket posies ash ash fall nursery rhyme say verse head childhood spoon hide violence reveal darkness real look page cause evil buckle shoe shut door pick stick seven straight london bridge fall fall fall london bridge fall fair lady nursery rhyme say verse head childhood spoon hide violence reveal darkness real look page cause evil nickknack paddywhack bone come roll home nickknack paddywhack bone come roll home nickknack paddywhack bone come roll home nickknack paddywhack bone come roll home nickknack paddywhack bone come roll home nickknack paddywhack bone come little fleece white snow black sheep wool little fleece white snow bag little fleece white snow black sheep wool little bag little fleece white snow black sheep wool little fleece white snow bag little fleece white snow black sheep wool little bag double trash korn ring rosies pocket posies ash ash fall ring rosies pocket posies ash ash fall nursery rhyme say verse head childhood spoon hide violence reveal darkness real look page cause evil nickknack paddywhack bone nickknack paddywhack bone nickknack paddywhack bone nickknack paddywhack,184,0.233185314,0.664077122,0.006836352,0.004716599,0.209604287,0.744736773,violence,0.371428571
alice in chains,i stay away,1994,rock,yeah yeah want travel south year prevent safe passage crazy maybe close lady shifty eye shady yeah yeah tear soak callous heart frighten enlighten weakness build someday stay away crazy maybe close lady shifty eye shady stay away stay away stay away stay away,44,0.175782519,0.733071815,0.044778157,0.003593117,0.250824402,0.782775999,sadness,0.371428571
alice in chains,nutshell,1994,rock,misprint lie face path time fight fight battle place home lyric commercial,12,0.349073974,0.656308489,0.371485313,0.270242915,0.139530091,0.5625489,violence,0.371428571
soundgarden,spoonman,1994,rock,feel rhythm hand steal rhythm spoonman speak rhythm speak rhythm spoonman spoonman come hand save plan save yeah save friends indians friends spoonman friends skeletons beat rhythm bone spoonman lyric commercial,31,0.229936099,0.770966336,1.81E-05,0.260121457,0.782563891,0.906903999,violence,0.371428571
pantera,i'm broken,1994,rock,wonder smile coffin love ones mourn absence face live laugh eye awake young ones conclusion lifestyle value teach look break inherit life break lyric commercial,25,0.386981479,0.75135246,0.000595382,0.565789474,0.661995054,0.878875096,sadness,0.371428571
korn,blind,1994,rock,ready place inside mind place like hide know chance place inside brain kind pain know chance blind blind blind place escape pain inside know chance lyric commercial,27,0.239683743,0.704868856,0.006806232,0.003846154,0.208573784,0.891888515,sadness,0.371428571
nine inch nails,hurt,1994,rock,hurt today feel focus pain thing real needle tear hole familiar kill away remember sweetest friend know go away lyric commercial,21,0.430304343,0.464733482,0.791164449,0.056376518,0.045857378,0.177151479,sadness,0.371428571
pearl jam,not for you,1994,rock,restless soul enjoy youth like hit truth escape common rule hate small table sit crowd room come storm room dare belong scream friends friends scream friends friends sacred come youth dedication naive true power remember fuck yeah,37,0.570020578,0.74619901,0.029517098,0.023785425,0.109645507,0.676666579,violence,0.371428571
nine inch nails,dead souls,1994,rock,dream away point duel personalities stretch true realities call call call call figure past stand tall mock voice ring blood imperialistic house prayer conquistadors take share call call call call call call call call call call call call call call call call call call,44,0.481208708,0.686921519,0.000887551,0.805668016,0.725886232,0.810804902,music,0.371428571
korn,clown,1994,rock,life body right say fagot piece shit grind talk song start like guitar vocalization say click record start fuck dammit twist wish twist fuck tape want hear stupid fuck fuck okay piece shit anger inside build body try scream like throw hate cause strange tell pussy harder think hard tattoo body hide scar honest cowardly try look eye free wannabe scream like throw hate cause strange tell pussy harder think hard tattoo body hide scar honest cowardly come clown clown clown clown clown clown clown clown clown shit turn face split clown shit turn face split clown shit turn face split clown shit turn face split scream like throw hate cause strange tell pussy harder think hard tattoo body hide scar honest cowardly fuck little fuck little fuck little fuck little fuck little clown fuck little clown fuck little clown fuck little clown,143,0.429221272,0.737071507,0.010029127,8.84E-05,0.287922506,0.78778116,obscene,0.371428571
pink floyd,wearing the inside out,1994,rock,morning night stay sight recognize alive barely survive word overrun hear sound curl corner mouth screen flicker spend long endless stream garbage inside curse place skin cold random image human touch selfdestructing animal bleed heart wait wave break beat murmur silence hear think aloud extinguish light turn night wear darkness smile creep life nervous awry wear inside look paler come start choke long speak word right mouth word clear cloud cover time speak hear hold stand threshold catch fiery anger cloud hurl furnace blow away curse place tear directions speak screen flicker hear wait flame break,96,0.585183581,0.521498346,0.308232237,0.047368421,0.349752679,0.426408512,violence,0.371428571
kyuss,demon cleaner,1994,rock,demons brush away feel demons rage clean away yeah yeah inside cobwebs magic cleaner shine smile yeah yeah demon cleaner save important stay yeah yeah thing know impostors trick normal treatment listen shush away demon cleaner madman encino freedom bleeder stand naked,42,0.492039424,0.657128939,0.069778183,0.762145749,0.884583677,0.824819354,sadness,0.371428571
korn,ball tongue,1994,rock,have proud earn beg know person person close think want ball tongue dyke think mind ball tongue vagabond justify ball tongue congrats fuck makeup shit ball tongue home bury selfpity insist live life clean know person person take time right expect life revolve ball tongue come ball tongue funky ball tongue higgle sick ball tongue live fight ball tongue drug addict ball tongue unidentified enemy ball tongue come fuck save give ball tongue come deliver brother friendship brother friendship brother friendship gonna brother friendship brother friendship brother friendship gonna fuck doubt fuck doubt have fuck doubt proud fuck doubt earn beg fuck doubt know person fuck doubt person close fuck doubt think want fuck doubt ball tongue drive right friends ball tongue take ball tongue psycho monkey ball tongue come enslave ball tongue jacken ball tongue fuckin gangster sign ball tongue come save ball tongue fuck death fuck psychofuck psychofuck psychofuck psychofuck psychofuck psychofuck psychofuck psychofuck ball tongue berome dead technodrome ball tongue right dead tear drop ball tongue try blame ball tongue ball tongue come ball tongue haul morgue ball tongue wasn dead knock head ball tongue dyke,189,0.528863858,0.736225419,0.024296209,0.078744939,0.43219291,0.877874064,obscene,0.371428571
stabbing westward,save yourself,1994,rock,know life hate face world search save save save know damage soul suffer abuse savior fuck fuck save save save pity pity pity pity life nightmare soul fracture bone lonely think think save save save save save save,38,0.549442218,0.740686614,3.02E-05,0.199392713,0.065230833,0.858854451,world/life,0.371428571
morrissey,"the more you ignore me, the closer i get",1994,rock,ignore closer waste time ignore closer waste time head central mind landscape care yeah mind ignore closer waste time ignore closer waste time beware grudge lonely high court judge sleep creep thoughts like debt easy yeah closer ask closer closer,40,0.377233835,0.683306412,0.004215868,0.002803644,0.793899423,0.663653159,night/time,0.371428571
kyuss,space cadet,1994,rock,stand cliffs world tend sit cover ray things mind breathe wait hard fuckin take long drape hand sand earth acid cleanse cleanse clean world come come come come edge room expect days days year know miss wait hard fuckin take long drape hand sand earth acid cleanse cleanse clean world come come come come come come,56,0.432470486,0.498218086,0.450802661,0.896761134,0.294105523,0.168142188,violence,0.371428571
melvins,revolve,1994,rock,freedom like stem walk away gotta hold time gotta right maybe black like see sane gotta mean sister chokin kind answer rhythm body bear lose time say head shoulder boat deloves boat deny hide dead sense like ball wind poison dandy lifeforms crime cross sticky pedal line flavor missin act cross diddle promise power say head shoulder boat deloves boat deny sell wallet steal watch deny venomous steal stand watch,70,0.418390556,0.711765762,0.000274097,0.448380567,0.557914262,0.79679045,violence,0.371428571
